first_name,last_name,username,date_of_birth,gender,class_name,parent_name,parent_email,parent_phone
Segun,Ike,segun.ike,2014-09-12,MALE,JSS1,Mr Ike,parent.segun.ike.ike@gmail.com,080379014397
Chinedu,Nwafor,chinedu.nwafor,2014-01-14,MALE,JSS1,Mr Nwafor,parent.chinedu.nwafor.nwafor@gmail.com,080380877631
Ikenna,Anyadike,ikenna.anyadike2,2012-11-16,MALE,JSS1,Mr Anyadike,parent.ikenna.anyadike2.anyadike@gmail.com,080372018116
Peter,Adesina,peter.adesina,2012-05-04,MALE,JSS1,Mr Adesina,parent.peter.adesina.adesina@gmail.com,080347091281
Yemi,Eno,yemi.eno,2012-08-22,FEMALE,JSS1,Mrs Eno,parent.yemi.eno.eno@gmail.com,080312034374
Rukaiya,Anyadike,rukaiya.anyadike,2013-03-13,FEMALE,JSS1,Mrs Anyadike,parent.rukaiya.anyadike.anyadike@gmail.com,080333337360
Damilola,Adeosun,damilola.adeosun,2013-07-10,MALE,JSS1,Mr Adeosun,parent.damilola.adeosun.adeosun@gmail.com,080377316773
Adebayo,Uzo,adebayo.uzo,2013-07-28,MALE,JSS1,Mr Uzo,parent.adebayo.uzo.uzo@gmail.com,080363609328
Festus,Maduka,festus.maduka,2014-12-16,MALE,JSS1,Mr Maduka,parent.festus.maduka.maduka@gmail.com,080355323881
Kunle,Oparah,kunle.oparah,2014-06-18,MALE,JSS1,Mr Oparah,parent.kunle.oparah.oparah@gmail.com,080323263775
Onyekachi,Ibe,onyekachi.ibe,2013-03-08,MALE,JSS1,Mr Ibe,parent.onyekachi.ibe.ibe@gmail.com,080345180363
Abdullahi,Akintola,abdullahi.akintola,2012-05-28,MALE,JSS1,Mr Akintola,parent.abdullahi.akintola.akintola@gmail.com,080351539789
Oluwaseun,Ukaegbu,oluwaseun.ukaegbu,2013-06-23,MALE,JSS1,Mr Ukaegbu,parent.oluwaseun.ukaegbu.ukaegbu@gmail.com,080326502623
Yusuf,Ajagbe,yusuf.ajagbe,2014-06-14,MALE,JSS1,Mr Ajagbe,parent.yusuf.ajagbe.ajagbe@gmail.com,080322007658
Oluwaseun,Ajayi,oluwaseun.ajayi,2014-01-17,MALE,JSS1,Mr Ajayi,parent.oluwaseun.ajayi.ajayi@gmail.com,080334146391
Dare,Ilo,dare.ilo,2013-04-09,MALE,JSS1,Mr Ilo,parent.dare.ilo.ilo@gmail.com,080350226910
Nnamdi,Ikegwu,nnamdi.ikegwu,2013-08-09,MALE,JSS1,Mr Ikegwu,parent.nnamdi.ikegwu.ikegwu@gmail.com,080388687011
Festus,Onyeka,festus.onyeka,2014-03-09,MALE,JSS1,Mr Onyeka,parent.festus.onyeka.onyeka@gmail.com,080356671347
Abike,Uzo,abike.uzo,2014-06-13,FEMALE,JSS1,Mrs Uzo,parent.abike.uzo.uzo@gmail.com,080390127766
Chukwuemeka,Nnamdi,chukwuemeka.nnamdi,2012-01-23,MALE,JSS1,Mr Nnamdi,parent.chukwuemeka.nnamdi.nnamdi@gmail.com,080315259430
Obinna,Nwosu,obinna.nwosu,2013-01-25,MALE,JSS1,Mr Nwosu,parent.obinna.nwosu.nwosu@gmail.com,080319954853
Suleiman,Ugwu,suleiman.ugwu2,2012-04-25,MALE,JSS1,Mr Ugwu,parent.suleiman.ugwu2.ugwu@gmail.com,080338266988
Bisi,Obi,bisi.obi,2013-08-02,FEMALE,JSS1,Mrs Obi,parent.bisi.obi.obi@gmail.com,080340607188
Safiya,Asoegwu,safiya.asoegwu,2013-12-17,FEMALE,JSS1,Mrs Asoegwu,parent.safiya.asoegwu.asoegwu@gmail.com,080327054969
Musa,Onyeka,musa.onyeka,2012-05-13,MALE,JSS1,Mr Onyeka,parent.musa.onyeka.onyeka@gmail.com,080345963875
Adaeze,Adewale,adaeze.adewale,2012-04-17,FEMALE,JSS1,Mrs Adewale,parent.adaeze.adewale.adewale@gmail.com,080340653184
Ayomide,Okonkwo,ayomide.okonkwo,2014-04-01,FEMALE,JSS1,Mrs Okonkwo,parent.ayomide.okonkwo.okonkwo@gmail.com,080315190028
Funke,Osuji,funke.osuji,2013-02-14,FEMALE,JSS1,Mrs Osuji,parent.funke.osuji.osuji@gmail.com,080381653921
Bose,Adeosun,bose.adeosun,2014-04-02,FEMALE,JSS1,Mrs Adeosun,parent.bose.adeosun.adeosun@gmail.com,080322320274
Chiamaka,Ekwueme,chiamaka.ekwueme,2014-02-26,FEMALE,JSS1,Mrs Ekwueme,parent.chiamaka.ekwueme.ekwueme@gmail.com,080337537245
Kemi,Umeadi,kemi.umeadi,2013-10-24,FEMALE,JSS1,Mrs Umeadi,parent.kemi.umeadi.umeadi@gmail.com,080339807504
Nnamdi,Adeyemi,nnamdi.adeyemi,2014-09-03,MALE,JSS1,Mr Adeyemi,parent.nnamdi.adeyemi.adeyemi@gmail.com,080343299140
Chinenye,Awosika,chinenye.awosika,2014-02-17,FEMALE,JSS1,Mrs Awosika,parent.chinenye.awosika.awosika@gmail.com,080372063670
Ogechi,Oyelaran,ogechi.oyelaran2,2014-10-20,FEMALE,JSS1,Mrs Oyelaran,parent.ogechi.oyelaran2.oyelaran@gmail.com,080324898915
Obinna,Ogunbiyi,obinna.ogunbiyi,2013-08-27,MALE,JSS1,Mr Ogunbiyi,parent.obinna.ogunbiyi.ogunbiyi@gmail.com,080365268515
Folake,Enyi,folake.enyi,2013-07-08,FEMALE,JSS1,Mrs Enyi,parent.folake.enyi.enyi@gmail.com,080361617280
Aisha,Umeadi,aisha.umeadi,2013-03-27,FEMALE,JSS2,Mrs Umeadi,parent.aisha.umeadi.umeadi@gmail.com,080369760538
Simisola,Iheanacho,simisola.iheanacho,2013-02-05,FEMALE,JSS2,Mrs Iheanacho,parent.simisola.iheanacho.iheanacho@gmail.com,080351990780
Patience,Okeke,patience.okeke,2013-03-13,FEMALE,JSS2,Mrs Okeke,parent.patience.okeke.okeke@gmail.com,080353761205
Festus,Adenuga,festus.adenuga,2012-03-17,MALE,JSS2,Mr Adenuga,parent.festus.adenuga.adenuga@gmail.com,080339605923
Joy,Nduka,joy.nduka2,2011-01-17,FEMALE,JSS2,Mrs Nduka,parent.joy.nduka2.nduka@gmail.com,080335203021
Uzoamaka,Eze,uzoamaka.eze,2013-05-05,FEMALE,JSS2,Mrs Eze,parent.uzoamaka.eze.eze@gmail.com,080372736998
Abdullahi,Okoro,abdullahi.okoro2,2011-11-26,MALE,JSS2,Mr Okoro,parent.abdullahi.okoro2.okoro@gmail.com,080360741184
Faith,Ajayi,faith.ajayi,2013-09-19,FEMALE,JSS2,Mrs Ajayi,parent.faith.ajayi.ajayi@gmail.com,080397545234
Ogechi,Abdullahi,ogechi.abdullahi,2011-08-18,FEMALE,JSS2,Mrs Abdullahi,parent.ogechi.abdullahi.abdullahi@gmail.com,080311765758
Success,Nwankwo,success.nwankwo,2011-06-28,FEMALE,JSS2,Mrs Nwankwo,parent.success.nwankwo.nwankwo@gmail.com,080336444134
Festus,Ajagbe,festus.ajagbe,2013-04-21,MALE,JSS2,Mr Ajagbe,parent.festus.ajagbe.ajagbe@gmail.com,080388824340
Dare,Oyelaran,dare.oyelaran,2012-07-23,MALE,JSS2,Mr Oyelaran,parent.dare.oyelaran.oyelaran@gmail.com,080318579174
Gloria,Iwuchukwu,gloria.iwuchukwu,2012-11-04,FEMALE,JSS2,Mrs Iwuchukwu,parent.gloria.iwuchukwu.iwuchukwu@gmail.com,080331573916
Bose,Adeleke,bose.adeleke,2011-08-02,FEMALE,JSS2,Mrs Adeleke,parent.bose.adeleke.adeleke@gmail.com,080312792655
Halima,Adeleke,halima.adeleke,2013-10-13,FEMALE,JSS2,Mrs Adeleke,parent.halima.adeleke.adeleke@gmail.com,080363432609
Chinenye,Awosika,chinenye.awosika2,2012-07-28,FEMALE,JSS2,Mrs Awosika,parent.chinenye.awosika2.awosika@gmail.com,080365378219
Funke,Osagie,funke.osagie2,2012-02-02,FEMALE,JSS2,Mrs Osagie,parent.funke.osagie2.osagie@gmail.com,080317312562
Queen,Awosika,queen.awosika,2011-12-23,FEMALE,JSS2,Mrs Awosika,parent.queen.awosika.awosika@gmail.com,080381218043
Kelechi,Falade,kelechi.falade,2012-04-08,MALE,JSS2,Mr Falade,parent.kelechi.falade.falade@gmail.com,080361219821
Blessing,Afolabi,blessing.afolabi,2011-10-28,FEMALE,JSS2,Mrs Afolabi,parent.blessing.afolabi.afolabi@gmail.com,080396818496
Obinna,Ugwu,obinna.ugwu,2011-06-09,MALE,JSS2,Mr Ugwu,parent.obinna.ugwu.ugwu@gmail.com,080341817207
Chiamaka,Akinwunmi,chiamaka.akinwunmi,2013-01-05,FEMALE,JSS2,Mrs Akinwunmi,parent.chiamaka.akinwunmi.akinwunmi@gmail.com,080335885628
Nkechi,Adesina,nkechi.adesina,2011-01-12,FEMALE,JSS2,Mrs Adesina,parent.nkechi.adesina.adesina@gmail.com,080321411673
Chinenye,Maduka,chinenye.maduka,2013-05-27,FEMALE,JSS2,Mrs Maduka,parent.chinenye.maduka.maduka@gmail.com,080328559984
Ayodeji,Obiadi,ayodeji.obiadi,2013-01-28,MALE,JSS2,Mr Obiadi,parent.ayodeji.obiadi.obiadi@gmail.com,080392235657
Yusuf,Adeleke,yusuf.adeleke,2013-11-03,MALE,JSS2,Mr Adeleke,parent.yusuf.adeleke.adeleke@gmail.com,080346290581
Sunday,Obiadi,sunday.obiadi,2013-03-06,MALE,JSS2,Mr Obiadi,parent.sunday.obiadi.obiadi@gmail.com,080333625525
Dare,Emeka,dare.emeka,2013-12-13,MALE,JSS2,Mr Emeka,parent.dare.emeka.emeka@gmail.com,080348202707
Akin,Ezeilo,akin.ezeilo,2012-08-13,MALE,JSS2,Mr Ezeilo,parent.akin.ezeilo.ezeilo@gmail.com,080314850535
Wale,Abubakar,wale.abubakar,2011-05-27,MALE,JSS2,Mr Abubakar,parent.wale.abubakar.abubakar@gmail.com,080378717621
Ayodeji,Ojewale,ayodeji.ojewale,2011-05-05,MALE,JSS2,Mr Ojewale,parent.ayodeji.ojewale.ojewale@gmail.com,080387221847
Chidinma,Nwafor,chidinma.nwafor,2013-03-20,FEMALE,JSS2,Mrs Nwafor,parent.chidinma.nwafor.nwafor@gmail.com,080385208076
Peace,Akinwale,peace.akinwale,2012-07-02,FEMALE,JSS2,Mrs Akinwale,parent.peace.akinwale.akinwale@gmail.com,080357835480
Grace,Ogundipe,grace.ogundipe,2012-12-02,FEMALE,JSS2,Mrs Ogundipe,parent.grace.ogundipe.ogundipe@gmail.com,080365713176
Esther,Adebayo,esther.adebayo,2012-08-01,FEMALE,JSS2,Mrs Adebayo,parent.esther.adebayo.adebayo@gmail.com,080370806664
Simisola,Okpara,simisola.okpara,2011-04-07,FEMALE,JSS2,Mrs Okpara,parent.simisola.okpara.okpara@gmail.com,080397811626
Joseph,Mba,joseph.mba,2011-07-18,MALE,JSS2,Mr Mba,parent.joseph.mba.mba@gmail.com,080387795177
Grace,Osuji,grace.osuji,2013-07-10,FEMALE,JSS2,Mrs Osuji,parent.grace.osuji.osuji@gmail.com,080354803833
Deborah,Abubakar,deborah.abubakar,2010-04-15,FEMALE,JSS3,Mrs Abubakar,parent.deborah.abubakar.abubakar@gmail.com,080330446564
Halima,Lawal,halima.lawal,2010-07-13,FEMALE,JSS3,Mrs Lawal,parent.halima.lawal.lawal@gmail.com,080318009610
Safiya,Iwuchukwu,safiya.iwuchukwu,2011-06-03,FEMALE,JSS3,Mrs Iwuchukwu,parent.safiya.iwuchukwu.iwuchukwu@gmail.com,080375067508
Hassan,Ike,hassan.ike,2012-03-02,MALE,JSS3,Mr Ike,parent.hassan.ike.ike@gmail.com,080349607406
Chioma,Adewale,chioma.adewale,2010-10-21,FEMALE,JSS3,Mrs Adewale,parent.chioma.adewale.adewale@gmail.com,080397407438
Kemi,Lawal,kemi.lawal,2012-12-20,FEMALE,JSS3,Mrs Lawal,parent.kemi.lawal.lawal@gmail.com,080381483736
Ngozi,Ukaegbu,ngozi.ukaegbu,2012-09-20,FEMALE,JSS3,Mrs Ukaegbu,parent.ngozi.ukaegbu.ukaegbu@gmail.com,080386838511
Obinna,Adeosun,obinna.adeosun2,2012-03-06,MALE,JSS3,Mr Adeosun,parent.obinna.adeosun2.adeosun@gmail.com,080318275187
Ifeoma,Nwankwo,ifeoma.nwankwo,2011-10-05,FEMALE,JSS3,Mrs Nwankwo,parent.ifeoma.nwankwo.nwankwo@gmail.com,080394381238
Maryam,Emeka,maryam.emeka,2010-01-23,FEMALE,JSS3,Mrs Emeka,parent.maryam.emeka.emeka@gmail.com,080372571417
Temitope,Bakare,temitope.bakare,2010-08-25,FEMALE,JSS3,Mrs Bakare,parent.temitope.bakare.bakare@gmail.com,080384583411
Chioma,Alao,chioma.alao,2011-04-06,FEMALE,JSS3,Mrs Alao,parent.chioma.alao.alao@gmail.com,080341896093
Zainab,Akinwale,zainab.akinwale,2011-10-06,FEMALE,JSS3,Mrs Akinwale,parent.zainab.akinwale.akinwale@gmail.com,080324807093
Modupe,Bakare,modupe.bakare,2011-05-15,FEMALE,JSS3,Mrs Bakare,parent.modupe.bakare.bakare@gmail.com,080377368810
Bose,Adeosun,bose.adeosun2,2010-09-19,FEMALE,JSS3,Mrs Adeosun,parent.bose.adeosun2.adeosun@gmail.com,080313523500
Chidinma,Adeleke,chidinma.adeleke,2012-07-23,FEMALE,JSS3,Mrs Adeleke,parent.chidinma.adeleke.adeleke@gmail.com,080378558294
Ruth,Balogun,ruth.balogun,2010-08-27,FEMALE,JSS3,Mrs Balogun,parent.ruth.balogun.balogun@gmail.com,080323691517
Chima,Ajayi,chima.ajayi,2010-10-09,MALE,JSS3,Mr Ajayi,parent.chima.ajayi.ajayi@gmail.com,080381523402
Ngozi,Ogunbiyi,ngozi.ogunbiyi,2010-11-24,FEMALE,JSS3,Mrs Ogunbiyi,parent.ngozi.ogunbiyi.ogunbiyi@gmail.com,080362507071
Tochukwu,Awosika,tochukwu.awosika,2011-03-11,MALE,JSS3,Mr Awosika,parent.tochukwu.awosika.awosika@gmail.com,080375388545
Safiya,Akinwunmi,safiya.akinwunmi,2011-02-16,FEMALE,JSS3,Mrs Akinwunmi,parent.safiya.akinwunmi.akinwunmi@gmail.com,080373643358
Uzoamaka,Ajagbe,uzoamaka.ajagbe,2010-12-14,FEMALE,JSS3,Mrs Ajagbe,parent.uzoamaka.ajagbe.ajagbe@gmail.com,080355277492
Chidinma,Onyeka,chidinma.onyeka,2011-06-20,FEMALE,JSS3,Mrs Onyeka,parent.chidinma.onyeka.onyeka@gmail.com,080356892135
Esther,Ajagbe,esther.ajagbe,2011-11-18,FEMALE,JSS3,Mrs Ajagbe,parent.esther.ajagbe.ajagbe@gmail.com,080355521426
Ikenna,Eze,ikenna.eze,2011-11-09,MALE,JSS3,Mr Eze,parent.ikenna.eze.eze@gmail.com,080395426624
Adesuwa,Ezeugwu,adesuwa.ezeugwu,2010-01-04,FEMALE,JSS3,Mrs Ezeugwu,parent.adesuwa.ezeugwu.ezeugwu@gmail.com,080343994682
Adaobi,Akanji,adaobi.akanji,2011-01-09,FEMALE,JSS3,Mrs Akanji,parent.adaobi.akanji.akanji@gmail.com,080319298338
Adebayo,Amaechi,adebayo.amaechi2,2012-12-03,MALE,JSS3,Mr Amaechi,parent.adebayo.amaechi2.amaechi@gmail.com,080367062119
Adaeze,Onyeka,adaeze.onyeka,2010-02-19,FEMALE,JSS3,Mrs Onyeka,parent.adaeze.onyeka.onyeka@gmail.com,080364793406
Damilola,Akinola,damilola.akinola,2010-06-04,MALE,JSS3,Mr Akinola,parent.damilola.akinola.akinola@gmail.com,080368188348
Joy,Lawal,joy.lawal,2012-11-21,FEMALE,JSS3,Mrs Lawal,parent.joy.lawal.lawal@gmail.com,080331158994
Ezinne,Idris,ezinne.idris,2011-10-28,FEMALE,JSS3,Mrs Idris,parent.ezinne.idris.idris@gmail.com,080312755590
Uchenna,Iheanacho,uchenna.iheanacho,2012-09-20,MALE,JSS3,Mr Iheanacho,parent.uchenna.iheanacho.iheanacho@gmail.com,080314755370
Oluwafemi,Lawal,oluwafemi.lawal,2010-05-06,MALE,JSS3,Mr Lawal,parent.oluwafemi.lawal.lawal@gmail.com,080348148189
Tunde,Nwogbo,tunde.nwogbo,2011-11-19,MALE,JSS3,Mr Nwogbo,parent.tunde.nwogbo.nwogbo@gmail.com,080389499362
Nkechi,Adepoju,nkechi.adepoju,2012-06-10,FEMALE,JSS3,Mrs Adepoju,parent.nkechi.adepoju.adepoju@gmail.com,080334507098
Simisola,Onwuchekwa,simisola.onwuchekwa,2012-01-11,FEMALE,JSS3,Mrs Onwuchekwa,parent.simisola.onwuchekwa.onwuchekwa@gmail.com,080358412922
Yetunde,Akanji,yetunde.akanji,2011-09-28,FEMALE,JSS3,Mrs Akanji,parent.yetunde.akanji.akanji@gmail.com,080367337365
Chima,Oyelaran,chima.oyelaran,2009-03-18,MALE,SS1,Mr Oyelaran,parent.chima.oyelaran.oyelaran@gmail.com,080355421503
Abubakar,Onyeka,abubakar.onyeka,2010-07-23,MALE,SS1,Mr Onyeka,parent.abubakar.onyeka.onyeka@gmail.com,080344390647
Bose,Adeleke,bose.adeleke2,2008-04-12,FEMALE,SS1,Mrs Adeleke,parent.bose.adeleke2.adeleke@gmail.com,080386067868
Ruth,Okpara,ruth.okpara,2009-03-14,FEMALE,SS1,Mrs Okpara,parent.ruth.okpara.okpara@gmail.com,080379072418
Peter,Abubakar,peter.abubakar,2010-04-08,MALE,SS1,Mr Abubakar,parent.peter.abubakar.abubakar@gmail.com,080327822025
Chinedu,Adeola,chinedu.adeola,2008-12-01,MALE,SS1,Mr Adeola,parent.chinedu.adeola.adeola@gmail.com,080384593861
Amina,Alao,amina.alao,2008-11-26,FEMALE,SS1,Mrs Alao,parent.amina.alao.alao@gmail.com,080398710866
Peter,Ikegwu,peter.ikegwu,2008-09-01,MALE,SS1,Mr Ikegwu,parent.peter.ikegwu.ikegwu@gmail.com,080354557458
Fatima,Nnamdi,fatima.nnamdi,2008-11-21,FEMALE,SS1,Mrs Nnamdi,parent.fatima.nnamdi.nnamdi@gmail.com,080350769806
Abubakar,Nduka,abubakar.nduka,2010-06-14,MALE,SS1,Mr Nduka,parent.abubakar.nduka.nduka@gmail.com,080341756692
Adebayo,Imoh,adebayo.imoh,2010-06-09,MALE,SS1,Mr Imoh,parent.adebayo.imoh.imoh@gmail.com,080371857146
Sunday,Akinwumi,sunday.akinwumi,2009-07-15,MALE,SS1,Mr Akinwumi,parent.sunday.akinwumi.akinwumi@gmail.com,080391895684
Chibueze,Okoro,chibueze.okoro,2009-12-13,MALE,SS1,Mr Okoro,parent.chibueze.okoro.okoro@gmail.com,080374967182
Uzoamaka,Okafor,uzoamaka.okafor,2008-09-27,FEMALE,SS1,Mrs Okafor,parent.uzoamaka.okafor.okafor@gmail.com,080359192412
Joy,Hassan,joy.hassan,2010-01-26,FEMALE,SS1,Mrs Hassan,parent.joy.hassan.hassan@gmail.com,080336160735
Abdullahi,Ozoemena,abdullahi.ozoemena,2010-11-15,MALE,SS1,Mr Ozoemena,parent.abdullahi.ozoemena.ozoemena@gmail.com,080391066778
Kolawole,Emeka,kolawole.emeka,2010-08-17,MALE,SS1,Mr Emeka,parent.kolawole.emeka.emeka@gmail.com,080359589124
Musa,Ugwu,musa.ugwu,2010-02-16,MALE,SS1,Mr Ugwu,parent.musa.ugwu.ugwu@gmail.com,080389076617
Peter,Idris,peter.idris,2009-08-11,MALE,SS1,Mr Idris,parent.peter.idris.idris@gmail.com,080377195902
Modupe,Afolabi,modupe.afolabi,2009-11-17,FEMALE,SS1,Mrs Afolabi,parent.modupe.afolabi.afolabi@gmail.com,080346894559
Halima,Ezeugwu,halima.ezeugwu,2010-08-17,FEMALE,SS1,Mrs Ezeugwu,parent.halima.ezeugwu.ezeugwu@gmail.com,080363153192
Kosisochukwu,Fagbemi,kosisochukwu.fagbemi,2009-09-15,FEMALE,SS1,Mrs Fagbemi,parent.kosisochukwu.fagbemi.fagbemi@gmail.com,080328206048
Rukaiya,Ogunleye,rukaiya.ogunleye,2009-11-09,FEMALE,SS1,Mrs Ogunleye,parent.rukaiya.ogunleye.ogunleye@gmail.com,080313352901
Chidinma,Ikegwu,chidinma.ikegwu,2008-08-06,FEMALE,SS1,Mrs Ikegwu,parent.chidinma.ikegwu.ikegwu@gmail.com,080330916615
Folake,Akintola,folake.akintola,2009-01-11,FEMALE,SS1,Mrs Akintola,parent.folake.akintola.akintola@gmail.com,080390712031
Maryam,Amaechi,maryam.amaechi2,2010-06-23,FEMALE,SS1,Mrs Amaechi,parent.maryam.amaechi2.amaechi@gmail.com,080355916400
Ifeoma,Eze,ifeoma.eze,2008-07-19,FEMALE,SS1,Mrs Eze,parent.ifeoma.eze.eze@gmail.com,080333587363
Bello,Akinwunmi,bello.akinwunmi,2008-08-03,MALE,SS1,Mr Akinwunmi,parent.bello.akinwunmi.akinwunmi@gmail.com,080384706550
Ogechi,Oparah,ogechi.oparah,2009-04-11,FEMALE,SS1,Mrs Oparah,parent.ogechi.oparah.oparah@gmail.com,080321989746
Yemi,Chukwu,yemi.chukwu,2010-09-15,FEMALE,SS1,Mrs Chukwu,parent.yemi.chukwu.chukwu@gmail.com,080346780730
Amara,Umeadi,amara.umeadi,2010-05-16,FEMALE,SS1,Mrs Umeadi,parent.amara.umeadi.umeadi@gmail.com,080325148219
Adebayo,Oyelaran,adebayo.oyelaran,2008-02-06,MALE,SS1,Mr Oyelaran,parent.adebayo.oyelaran.oyelaran@gmail.com,080356213185
Amara,Iheanacho,amara.iheanacho,2009-08-04,FEMALE,SS1,Mrs Iheanacho,parent.amara.iheanacho.iheanacho@gmail.com,080342912654
Oluwaseun,Suleiman,oluwaseun.suleiman,2008-05-08,MALE,SS1,Mr Suleiman,parent.oluwaseun.suleiman.suleiman@gmail.com,080319585871
Oluwaseun,Adeosun,oluwaseun.adeosun,2010-03-10,MALE,SS1,Mr Adeosun,parent.oluwaseun.adeosun.adeosun@gmail.com,080342048220
Tunde,Ogunleye,tunde.ogunleye,2009-10-03,MALE,SS1,Mr Ogunleye,parent.tunde.ogunleye.ogunleye@gmail.com,080393468772
Emeka,Nwafor,emeka.nwafor,2009-12-20,MALE,SS1,Mr Nwafor,parent.emeka.nwafor.nwafor@gmail.com,080367961996
Victoria,Musa,victoria.musa,2008-06-18,FEMALE,SS1,Mrs Musa,parent.victoria.musa.musa@gmail.com,080376621795
Faith,Anyadike,faith.anyadike,2008-03-12,FEMALE,SS1,Mrs Anyadike,parent.faith.anyadike.anyadike@gmail.com,080330398968
Blessing,Ibrahim,blessing.ibrahim,2010-03-13,MALE,SS1,Mr Ibrahim,parent.blessing.ibrahim.ibrahim@gmail.com,080361163704
Patience,Okeke,patience.okeke2,2010-07-06,FEMALE,SS1,Mrs Okeke,parent.patience.okeke2.okeke@gmail.com,080375693367
Babatunde,Osagie,babatunde.osagie,2009-01-06,MALE,SS2 Science,Mr Osagie,parent.babatunde.osagie.osagie@gmail.com,080381250010
Precious,Afolabi,precious.afolabi,2007-09-27,FEMALE,SS2 Science,Mrs Afolabi,parent.precious.afolabi.afolabi@gmail.com,080375938184
Damilola,Adewale,damilola.adewale,2007-06-12,MALE,SS2 Science,Mr Adewale,parent.damilola.adewale.adewale@gmail.com,080328572653
Ngozi,Nwankwo,ngozi.nwankwo,2007-08-03,FEMALE,SS2 Science,Mrs Nwankwo,parent.ngozi.nwankwo.nwankwo@gmail.com,080356457931
Modupe,Hassan,modupe.hassan,2008-03-23,FEMALE,SS2 Science,Mrs Hassan,parent.modupe.hassan.hassan@gmail.com,080333448225
Bello,Ezeilo,bello.ezeilo,2009-04-02,MALE,SS2 Science,Mr Ezeilo,parent.bello.ezeilo.ezeilo@gmail.com,080332503464
Kemi,Suleiman,kemi.suleiman,2009-01-17,FEMALE,SS2 Science,Mrs Suleiman,parent.kemi.suleiman.suleiman@gmail.com,080392871380
Safiya,Adeola,safiya.adeola,2007-01-26,FEMALE,SS2 Science,Mrs Adeola,parent.safiya.adeola.adeola@gmail.com,080369935828
Chukwuemeka,Okoro,chukwuemeka.okoro,2008-02-20,MALE,SS2 Science,Mr Okoro,parent.chukwuemeka.okoro.okoro@gmail.com,080332396700
Wale,Usman,wale.usman,2007-06-10,MALE,SS2 Science,Mr Usman,parent.wale.usman.usman@gmail.com,080393998988
Ayodeji,Chukwu,ayodeji.chukwu,2008-05-22,MALE,SS2 Arts,Mr Chukwu,parent.ayodeji.chukwu.chukwu@gmail.com,080361338128
David,Abdullahi,david.abdullahi,2009-06-20,MALE,SS2 Arts,Mr Abdullahi,parent.david.abdullahi.abdullahi@gmail.com,080342782322
Idris,Uzo,idris.uzo,2008-01-25,MALE,SS2 Arts,Mr Uzo,parent.idris.uzo.uzo@gmail.com,080346825891
Funke,Okoro,funke.okoro,2009-08-07,FEMALE,SS2 Arts,Mrs Okoro,parent.funke.okoro.okoro@gmail.com,080314132316
Uzoamaka,Adenuga,uzoamaka.adenuga,2009-01-11,FEMALE,SS2 Arts,Mrs Adenuga,parent.uzoamaka.adenuga.adenuga@gmail.com,080388754052
Tochukwu,Usman,tochukwu.usman,2009-02-22,MALE,SS2 Arts,Mr Usman,parent.tochukwu.usman.usman@gmail.com,080393652644
John,Anyadike,john.anyadike,2008-02-05,MALE,SS2 Arts,Mr Anyadike,parent.john.anyadike.anyadike@gmail.com,080364000573
Emmanuel,Olowu,emmanuel.olowu,2007-06-16,MALE,SS2 Arts,Mr Olowu,parent.emmanuel.olowu.olowu@gmail.com,080363968690
Queen,Orji,queen.orji,2008-04-01,FEMALE,SS2 Arts,Mrs Orji,parent.queen.orji.orji@gmail.com,080390135030
Idris,Alao,idris.alao,2007-08-15,MALE,SS2 Arts,Mr Alao,parent.idris.alao.alao@gmail.com,080342209377
Temitope,Usman,temitope.usman,2007-08-10,FEMALE,SS2 Commerce,Mrs Usman,parent.temitope.usman.usman@gmail.com,080347066682
Chima,Okafor,chima.okafor,2008-04-04,MALE,SS2 Commerce,Mr Okafor,parent.chima.okafor.okafor@gmail.com,080314864714
Emeka,Awosika,emeka.awosika,2007-07-03,MALE,SS2 Commerce,Mr Awosika,parent.emeka.awosika.awosika@gmail.com,080352285188
Nkechi,Usman,nkechi.usman,2007-02-13,FEMALE,SS2 Commerce,Mrs Usman,parent.nkechi.usman.usman@gmail.com,080368124049
Success,Uzoma,success.uzoma,2008-11-26,FEMALE,SS2 Commerce,Mrs Uzoma,parent.success.uzoma.uzoma@gmail.com,080336826649
Blessing,Ojewale,blessing.ojewale,2009-02-17,FEMALE,SS2 Commerce,Mrs Ojewale,parent.blessing.ojewale.ojewale@gmail.com,080395828297
David,Ugwu,david.ugwu,2007-09-08,MALE,SS2 Commerce,Mr Ugwu,parent.david.ugwu.ugwu@gmail.com,080339861093
Obinna,Akinwumi,obinna.akinwumi,2008-01-20,MALE,SS2 Commerce,Mr Akinwumi,parent.obinna.akinwumi.akinwumi@gmail.com,080323754567
Suleiman,Yusuf,suleiman.yusuf,2008-01-13,MALE,SS2 Commerce,Mr Yusuf,parent.suleiman.yusuf.yusuf@gmail.com,080312000599
Yetunde,Asoegwu,yetunde.asoegwu2,2008-05-09,FEMALE,SS2 Commerce,Mrs Asoegwu,parent.yetunde.asoegwu2.asoegwu@gmail.com,080389976595
Safiya,Ojo,safiya.ojo,2007-07-17,FEMALE,SS3 Science,Mrs Ojo,parent.safiya.ojo.ojo@gmail.com,080327821867
Blessing,Ajagbe,blessing.ajagbe,2008-01-07,MALE,SS3 Science,Mr Ajagbe,parent.blessing.ajagbe.ajagbe@gmail.com,080352103439
